@relation TestInstances

@attribute room {1,2,3,4,5}
@attribute ambientTemperature numeric
@attribute light numeric
@attribute pressure numeric
@attribute relativeHumidity numeric
@attribute gravityX numeric
@attribute gravityY numeric
@attribute gravityZ numeric
@attribute magneticX numeric
@attribute magneticY numeric
@attribute magneticZ numeric
@attribute gravityMagnitude numeric
@attribute geomagneticMagnitude numeric
@attribute magneticProcessedY numeric
@attribute magneticProcessedZ numeric
@attribute latitude numeric
@attribute longitude numeric
@attribute rssValue0 numeric
@attribute rssValue1 numeric
@attribute rssValue2 numeric
@attribute rssValue3 numeric
@attribute rssValue4 numeric
@attribute rssValue5 numeric
@attribute rssValue6 numeric
@attribute rssValue7 numeric
@attribute rssValue8 numeric
@attribute rssValue9 numeric

@data
1,0,6.930483,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.308137,48.259193,22.122692,-42.889816,46.953404,7.440095,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,6.930483,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.308137,48.260822,22.244356,-42.828678,46.953404,7.440095,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,6.930483,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.297961,48.260826,22.267811,-42.816494,46.953404,7.440095,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,6.930483,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.297961,48.325619,22.345652,-42.84901,46.953404,7.440095,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,6.930483,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.21506,48.325623,22.102219,-42.975082,46.953404,7.440095,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,6.930483,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.21506,48.220737,22.216248,-42.798107,46.953404,7.440095,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,6.930483,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.14136,48.220737,21.244631,-43.288624,46.953412,7.440068,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,6.930483,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.14136,48.199203,21.290943,-43.241867,46.953412,7.440068,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,6.930483,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.316422,48.199196,21.867727,-42.95306,46.953412,7.440068,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,6.930483,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.316422,48.202667,21.744221,-43.019604,46.953412,7.440068,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,6.930483,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.51415,48.202663,22.939785,-42.394146,46.953412,7.440068,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,6.930483,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.51415,48.243355,23.170456,-42.314903,46.953412,7.440068,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,6.930483,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.525815,48.243359,24.411251,-41.611443,46.953412,7.440068,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,6.930483,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.525815,47.760788,23.36216,-41.656963,46.953412,7.440068,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,7.447862,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.525815,47.760788,23.36216,-41.656963,46.953412,7.440068,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,7.447862,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.534504,47.760799,23.842533,-41.383896,46.953412,7.440068,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,7.447862,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.534504,47.720215,23.410624,-41.583191,46.953412,7.440068,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,7.447862,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.749972,47.720207,23.221825,-41.688911,46.953418,7.440045,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,7.447862,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.749972,48.108429,22.96003,-42.275982,46.953418,7.440045,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,7.447862,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.626575,48.108437,23.212685,-42.137787,46.953418,7.440045,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,7.447862,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.626575,48.027279,22.329355,-42.520805,46.953418,7.440045,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,7.447862,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.414498,48.027264,23.469095,-41.902504,46.953418,7.440045,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,7.447862,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.414498,47.833271,22.255711,-42.340355,46.953418,7.440045,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,7.585896,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.414498,47.833271,22.255711,-42.340355,46.953418,7.440045,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,7.585896,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.443617,47.833286,22.409176,-42.259338,46.953418,7.440045,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,7.585896,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.443617,47.95726,21.400023,-42.917801,46.953418,7.440045,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,7.585896,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.445026,47.957253,22.274693,-42.470421,46.953418,7.440045,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,7.585896,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.445026,48.14661,21.669109,-42.994724,46.953418,7.440045,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,7.939423,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.445026,48.14661,21.669109,-42.994724,46.953418,7.440045,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
1,0,7.939423,0,0,1.228817,2.542638,9.386658,-18.082169,-17.315418,-11.342426,10.301669,48.146618,18.4039,-44.490372,46.953418,7.440045,-53,-51,-63,-53,-56,-79,-57,-89,-90,-87
